userid,age,occupation,gender
51070,32,college/grad student,M
51071,27,other or not specified,M
51072,28,artist,F
51073,30,sales/marketing,M
51074,34,sales/marketing,M
51075,38,artist,M
51076,31,self-employed,M
51077,27,sales/marketing,M
51078,31,college/grad student,M
51079,29,college/grad student,M
51080,32,college/grad student,M
51081,27,college/grad student,M
51082,30,executive/managerial,M
51083,33,self-employed,F
51084,27,college/grad student,M
51085,33,artist,M
51086,28,other or not specified,M
51087,33,executive/managerial,M
51088,27,academic/educator,F
51089,31,academic/educator,M
51090,29,executive/managerial,M
51091,18,college/grad student,M
51092,19,sales/marketing,M
51093,34,executive/managerial,M
51094,31,sales/marketing,M
51095,30,self-employed,M
51096,41,executive/managerial,M
51097,34,college/grad student,M
51098,21,K-12 student,M
51099,25,sales/marketing,M
51100,30,sales/marketing,M
51101,30,self-employed,M
51102,30,college/grad student,F
51103,28,executive/managerial,M
51104,31,doctor/health care,M
51105,21,tradesman/craftsman,M
51106,25,college/grad student,M
51107,34,scientist,M
51108,33,academic/educator,M
51109,30,scientist,M
51110,28,other or not specified,F
51111,25,scientist,M
51112,27,college/grad student,M
51113,22,K-12 student,M
51114,26,sales/marketing,M
51115,31,executive/managerial,M
51116,29,scientist,M
51117,34,college/grad student,M
51118,29,academic/educator,M
51119,34,executive/managerial,M
51120,28,college/grad student,M
51121,27,executive/managerial,M
51122,31,self-employed,M
51123,27,sales/marketing,M
51124,27,executive/managerial,M
51125,34,executive/managerial,M
51126,32,self-employed,M
51127,33,college/grad student,F
51128,33,college/grad student,F
51129,25,self-employed,F
51130,24,sales/marketing,M
51131,38,self-employed,M
51132,34,executive/managerial,M
51133,31,college/grad student,M
51134,29,scientist,M
51135,20,sales/marketing,M
51136,25,executive/managerial,M
51137,29,other or not specified,M
51138,54,scientist,F
51139,26,sales/marketing,M
51140,29,college/grad student,F
51141,25,sales/marketing,M
51142,33,scientist,M
51143,32,sales/marketing,M
51144,26,other or not specified,M
51145,27,self-employed,M
51146,32,executive/managerial,M
51147,25,sales/marketing,M
51148,34,retired,F
51149,18,K-12 student,M
51150,25,sales/marketing,F
51151,31,executive/managerial,M
51152,32,scientist,M
51153,29,other or not specified,M
51154,25,scientist,M
51155,11,homemaker,F
51156,30,other or not specified,M
51157,33,executive/managerial,M
51158,26,homemaker,M
51159,26,scientist,M
51160,26,other or not specified,M
51161,31,artist,F
51162,18,K-12 student,F
51163,28,executive/managerial,M
51164,27,sales/marketing,M
51165,20,sales/marketing,M
51166,30,executive/managerial,M
51167,25,college/grad student,F
51168,34,executive/managerial,M
51169,32,scientist,M
51170,32,self-employed,M
51171,31,executive/managerial,M
51172,27,scientist,M
51173,28,college/grad student,M
51174,29,college/grad student,F
51175,25,other or not specified,M
51176,33,writer,M
51177,10,K-12 student,M
51178,29,retired,F
51179,31,college/grad student,M
51180,30,college/grad student,M
51181,31,college/grad student,F
51182,26,scientist,M
51183,32,college/grad student,M
51184,29,self-employed,M
51185,29,college/grad student,M
51186,50,academic/educator,M
51187,27,college/grad student,M
51188,18,scientist,M
51189,29,self-employed,M
51190,26,college/grad student,M
51191,27,academic/educator,M
51192,55,academic/educator,M
51193,28,sales/marketing,M
51194,29,academic/educator,M
51195,32,college/grad student,M
51196,27,executive/managerial,M
51197,26,sales/marketing,M
51198,22,scientist,M
51199,38,artist,M
51200,29,college/grad student,F
51201,28,executive/managerial,M
51202,27,college/grad student,M
51203,28,other or not specified,M
51204,27,executive/managerial,M
51205,33,scientist,M
51206,33,sales/marketing,M
51207,34,sales/marketing,M
51208,33,self-employed,M
51209,32,college/grad student,M
51210,25,sales/marketing,M
51211,33,other or not specified,M
51212,25,college/grad student,M
51213,30,unemployed,M
51214,26,self-employed,M
51215,28,tradesman/craftsman,M
51216,30,executive/managerial,M
51217,41,sales/marketing,M
51218,32,self-employed,M
51219,33,academic/educator,M
51220,28,executive/managerial,M
51221,34,executive/managerial,M
51222,31,executive/managerial,M
51223,33,sales/marketing,M
51224,25,college/grad student,F
51225,29,executive/managerial,M
51226,23,clerical/admin,M
51227,39,sales/marketing,M
51228,27,other or not specified,M
51229,32,other or not specified,M
51230,32,executive/managerial,M
51231,27,college/grad student,M
51232,32,sales/marketing,M
51233,23,K-12 student,M
51234,33,academic/educator,M
51235,33,sales/marketing,M
51236,27,college/grad student,M
51237,18,sales/marketing,M
51238,29,college/grad student,M
51239,25,executive/managerial,M
51240,32,college/grad student,F
51241,33,K-12 student,M
51242,34,self-employed,M
51243,28,executive/managerial,M
51244,28,executive/managerial,M
51245,41,sales/marketing,M
51246,26,executive/managerial,M
51247,27,other or not specified,M
51248,28,college/grad student,F
51249,29,sales/marketing,M
51250,28,sales/marketing,M
51251,26,sales/marketing,M
51252,30,college/grad student,F
51253,18,sales/marketing,M
51254,32,executive/managerial,M
51255,80,other or not specified,M
51256,25,executive/managerial,M
51257,32,executive/managerial,M
51258,21,K-12 student,M
51259,26,scientist,F
51260,28,sales/marketing,F
51261,30,scientist,M
51262,33,college/grad student,F
51263,32,academic/educator,F
51264,25,college/grad student,M
51265,27,technician/engineer,M
51266,36,sales/marketing,M
51267,29,executive/managerial,M
51268,30,scientist,F
51269,25,college/grad student,F
51270,33,executive/managerial,M
51271,27,college/grad student,F
51272,34,executive/managerial,M
51273,28,college/grad student,M
51274,25,college/grad student,M
51275,27,college/grad student,F
51276,34,executive/managerial,M
51277,32,scientist,M
51278,19,scientist,M
51279,26,executive/managerial,M
51280,27,executive/managerial,M
51281,31,executive/managerial,M
51282,33,college/grad student,M
51283,30,executive/managerial,M
51284,34,college/grad student,M
51285,25,scientist,M
51286,25,sales/marketing,F
51287,41,academic/educator,F
51288,36,other or not specified,F
51289,30,executive/managerial,F
51290,34,college/grad student,F
51291,27,unemployed,M
51292,25,scientist,M
51293,18,sales/marketing,M
51294,32,sales/marketing,M
51295,25,scientist,M
51296,82,retired,M
51297,30,scientist,F
51298,28,executive/managerial,M
51299,31,college/grad student,M
51300,26,college/grad student,M
51301,30,executive/managerial,M
51302,28,academic/educator,F
51303,26,scientist,M
51304,26,other or not specified,F
51305,28,college/grad student,F
51306,34,college/grad student,M
51307,26,executive/managerial,M
51308,30,college/grad student,M
51309,26,executive/managerial,M
51310,32,executive/managerial,M
51311,28,scientist,F
51312,29,sales/marketing,M
51313,28,executive/managerial,M
51314,28,college/grad student,M
51315,28,other or not specified,M
51316,30,academic/educator,F
51317,27,scientist,M
51318,32,scientist,M
51319,31,scientist,M
51320,29,scientist,M
51321,32,college/grad student,M
51322,34,college/grad student,M
51323,31,retired,F
51324,27,self-employed,F
51325,31,college/grad student,M
51326,33,sales/marketing,M
51327,30,sales/marketing,M
51328,13,homemaker,M
51329,18,self-employed,F
51330,26,college/grad student,M
51331,28,scientist,M
51332,21,scientist,M
51333,21,scientist,F
51334,28,scientist,M
51335,23,sales/marketing,M
51336,26,scientist,M
51337,19,sales/marketing,M
51338,82,executive/managerial,M
51339,31,tradesman/craftsman,M
51340,29,college/grad student,M
51341,33,executive/managerial,M
51342,26,executive/managerial,M
51343,24,technician/engineer,M
51344,33,sales/marketing,M
51345,30,college/grad student,M
51346,29,executive/managerial,M
51347,33,college/grad student,M
51348,25,executive/managerial,M
51349,30,academic/educator,F
51350,30,executive/managerial,M
51351,30,self-employed,M
51352,34,K-12 student,M
51353,34,K-12 student,M
51354,30,college/grad student,M
51355,28,tradesman/craftsman,M
51356,33,executive/managerial,M
51357,32,executive/managerial,M
51358,31,executive/managerial,M
51359,27,sales/marketing,M
51360,31,sales/marketing,M
51361,34,college/grad student,M
51362,20,sales/marketing,M
51363,28,scientist,M
51364,26,college/grad student,M
51365,34,executive/managerial,M
51366,28,self-employed,F
51367,30,sales/marketing,M
51368,34,scientist,F
51369,29,college/grad student,M
51370,30,sales/marketing,M
51371,31,other or not specified,M
51372,29,sales/marketing,M
51373,27,college/grad student,M
51374,31,sales/marketing,M
51375,29,college/grad student,M
51376,28,academic/educator,M
51377,27,college/grad student,M
51378,30,customer service,M
51379,28,scientist,F
51380,30,self-employed,M
51381,27,executive/managerial,M
51382,29,other or not specified,F
51383,27,academic/educator,M
51384,21,sales/marketing,M
51385,27,sales/marketing,M
51386,74,retired,M
51387,31,other or not specified,M
51388,25,executive/managerial,M
51389,30,executive/managerial,M
51390,34,technician/engineer,M
51391,34,scientist,F
51392,28,college/grad student,M
51393,33,executive/managerial,M
51394,44,scientist,M
51395,31,sales/marketing,M
51396,31,college/grad student,M
51397,37,writer,F
51398,31,college/grad student,F
51399,30,technician/engineer,M
51400,33,college/grad student,M
51401,33,self-employed,M
51402,28,scientist,M
51403,32,college/grad student,M
51404,27,executive/managerial,M
51405,25,college/grad student,F
51406,34,executive/managerial,M
51407,30,college/grad student,M
51408,32,scientist,M
51409,32,executive/managerial,M
51410,29,artist,M
51411,27,artist,M
51412,27,executive/managerial,F
51413,29,college/grad student,M
51414,28,other or not specified,F
51415,33,sales/marketing,M
51416,27,executive/managerial,M
51417,32,college/grad student,M
51418,61,executive/managerial,F
51419,31,self-employed,M
51420,30,scientist,M
51421,54,executive/managerial,M
51422,14,homemaker,M
51423,30,other or not specified,F
51424,25,K-12 student,M
51425,25,college/grad student,M
51426,25,executive/managerial,M
51427,31,homemaker,M
51428,29,college/grad student,M
51429,29,college/grad student,M
51430,26,self-employed,M
51431,28,homemaker,M
51432,25,K-12 student,M
51433,34,self-employed,M
51434,30,sales/marketing,M
51435,34,executive/managerial,M
51436,31,academic/educator,M
51437,33,homemaker,M
51438,30,scientist,M
51439,27,scientist,M
51440,25,programmer,M
51441,32,executive/managerial,M
51442,34,college/grad student,M
51443,34,executive/managerial,M
51444,32,scientist,M
51445,32,academic/educator,F
51446,44,executive/managerial,M
51447,18,college/grad student,M
51448,18,homemaker,F
51449,31,executive/managerial,M
51450,25,college/grad student,M
51451,30,college/grad student,M
51452,25,executive/managerial,F
51453,28,sales/marketing,M
51454,26,college/grad student,M
51455,22,homemaker,F
51456,33,sales/marketing,M
51457,32,college/grad student,M
51458,18,sales/marketing,M
51459,38,academic/educator,M
51460,33,scientist,M
51461,21,scientist,M
51462,25,K-12 student,M
51463,25,college/grad student,M
51464,30,scientist,F
51465,28,K-12 student,M
51466,31,artist,M
51467,29,other or not specified,F
51468,24,sales/marketing,M
51469,32,college/grad student,M
51470,33,K-12 student,M
51471,20,college/grad student,M
51472,18,K-12 student,F
51473,31,college/grad student,M
51474,24,customer service,M
51475,29,technician/engineer,M
51476,29,self-employed,F
51477,18,K-12 student,F
51478,27,academic/educator,M
51479,28,sales/marketing,M
51480,44,sales/marketing,M
51481,28,technician/engineer,M
51482,34,tradesman/craftsman,M
51483,29,executive/managerial,M
51484,26,executive/managerial,M
51485,29,executive/managerial,M
51486,28,scientist,M
51487,34,sales/marketing,M
51488,31,scientist,F
51489,27,homemaker,F
51490,29,academic/educator,F
51491,18,sales/marketing,M
51492,28,academic/educator,F
51493,27,executive/managerial,M
51494,33,academic/educator,M
51495,25,writer,M
51496,32,college/grad student,F
51497,29,technician/engineer,M
51498,71,retired,F
51499,26,sales/marketing,M
51500,18,K-12 student,M
51501,29,college/grad student,M
51502,25,scientist,F
51503,8,K-12 student,F
51504,64,retired,F
51505,32,college/grad student,M
51506,38,executive/managerial,M
51507,38,clerical/admin,M
51508,32,college/grad student,M
51509,32,executive/managerial,M
51510,29,self-employed,M
51511,25,programmer,M
51512,29,other or not specified,F
51513,29,executive/managerial,M
51514,33,executive/managerial,M
51515,42,executive/managerial,M
51516,50,clerical/admin,M
51517,32,other or not specified,M
51518,31,self-employed,F
51519,33,executive/managerial,M
51520,29,executive/managerial,M
51521,27,tradesman/craftsman,M
51522,26,sales/marketing,M
51523,34,executive/managerial,M
51524,26,college/grad student,M
51525,26,executive/managerial,M
51526,32,sales/marketing,M
51527,30,scientist,M
51528,32,sales/marketing,F
51529,30,executive/managerial,M
51530,42,executive/managerial,M
51531,25,scientist,M
51532,25,sales/marketing,M
51533,27,executive/managerial,M
51534,25,college/grad student,M
51535,29,executive/managerial,M
51536,25,executive/managerial,M
51537,30,college/grad student,F
51538,34,tradesman/craftsman,M
51539,24,scientist,M
51540,32,executive/managerial,M
51541,25,college/grad student,F
51542,34,sales/marketing,F
51543,30,self-employed,M
51544,34,sales/marketing,M
51545,27,other or not specified,M
51546,26,other or not specified,M
51547,25,sales/marketing,M
51548,31,college/grad student,M
51549,18,clerical/admin,F
51550,33,college/grad student,M
51551,28,other or not specified,M
51552,32,executive/managerial,M
51553,34,homemaker,M
51554,31,college/grad student,M
51555,31,sales/marketing,M
51556,25,self-employed,M
51557,27,academic/educator,M
51558,41,artist,M
51559,27,sales/marketing,M
51560,26,self-employed,M
51561,40,scientist,M
51562,34,self-employed,F
51563,34,sales/marketing,M
51564,26,college/grad student,M
51565,34,academic/educator,F
51566,34,programmer,M
51567,28,college/grad student,M
51568,20,self-employed,M
51569,33,executive/managerial,M
51570,20,scientist,M
51571,27,homemaker,F
51572,33,college/grad student,M
51573,26,self-employed,F
51574,22,scientist,F
51575,35,technician/engineer,M
51576,31,college/grad student,M
51577,34,college/grad student,M
