userid,movieid,minute
253964,chinese+take-out+2011,10
90486,i+was+a+teenage+zombie+1987,92
312841,monsters+ball+2001,112
200617,after+sex+2007,79
164595,sBW1WOORSmxnmSmDN32G36m,52
26757,the+descent+part+2+2009,95
271448,breathless+19630,91
156808,the+true+story+of+puss+n+boots+2009,83
156504,every+other+week+2006,98
348917,breaking+the+taboo+2011,1
122483,murphys+law+1986,101
139716,witch+hunt+2008,92
57505,who+killed+nancy+2009,1
177439,the+day+of+the+beast+1995,24
209634,behind+the+mask+the+rise+of+leslie+vernon+2006,93
36839,the+best+Fman+holiday+2013,91
107133,privates+on+parade+1983,98
309179,honeymoon+1947,75
117462,perdiamoci+di+vista+1994,1
165397,the+brinks+job+1978,21
115104,uUxMVzDRGq9sPGGJ6B0bn,71
315563,sP5umzs8wJEBBufKW7ot,80
283577,leafie_+a+hen+into+the+wild+2011,94
202362,tongan+ninja+2002,84
126671,suicide+kings+1997,107
269153,all+the+real+girls+2003,59
112425,windstruck+2004,124
195797,a+breed+apart+1984,96
112439,unprecedented+the+2000+presidential+election+2002,51
197849,angele+1934,64
281086,geris+game+1997,5
156677,z.p.g.+1972,28
264649,the+lineup+1958,87
201457,doomed+to+die+1940,69
62953,the+trouble+with+harry+1955,43
160981,hard+sun+2014,96
208805,the+monk+and+the+fish+1994,7
56489,the+chaser+2008,126
47085,miami+rhapsody+1995,96
278537,atomic+rulers+1965,65
105439,how+wang-fo+was+saved+1987,16
37228,escanaba+in+da+moonlight+2001,92
138460,april+in+paris+1952,95
272648,mosaic+1965,6
89736,pMgpBFMoPjYo33dyXTUSztz,36
27233,kiki+1926,109
132882,0Txu4jvzXUZPKoaV,68
142055,RLwmKFpnjjINIv69M,37
285332,night+of+the+ghouls+1959,70
103605,flash+of+genius+2008,120
350945,high+and+dizzy+1920,27
92297,only+daughter+2013,1
66985,derek+2008,77
230348,DKWVuKF4kAMdM0ADj0o,31
311148,love+happy+1949,10
44180,m onsters_+inc.+2001,52
310258,little+voice+1998,98
285276,the+unknown+1927,64
260022,pastoral+symphony+1946,111
313759,i8f2nShedvtpwU3zTk,19
191315,red+lights+2004,106
294634,the+disappFearance+of+alice+creed+2009,32
65641,tom+thumb+1958,99
251952,cure+1997,112
197940,iuPlUXurXnVUnq4xiTnJNK1S,77
149572,the+life+and+times+of+allen+ginsberg+2008,1
265743,final+destination+2+2003,76
223705,age+of+dinosaurs+2013,89
332320,buster+keaton+a+hard+act+to+f ollow+1987,44
75639,topper+1937,98
101677,lancelot+of+the+lake+1974,60
24392,the +gunman+2015,32
73823,bakhita+2009,1
73229,right+now+2004,96
176002,the+king+of+escape+2009,98
225526,unconscious+2004,101
87062,she+does+not+drink+smoke+or+flirts+but+she+talks+1970,1
24266,man_+woman++the+wall+2006,85
348237,losin+it+1983,101
247387,p6NUmRUewtzWT3A72YVnbmLO,17
178979,southern+comfort+2001,91
253615,a+woman+rebels+1936,89
31656,octob er+sky+1999,14
33314,ordinary+decent+criminal+2000,94
347155,nothings+all+bad+2010,91
98316,vivacious+lady+1938,91
212374,HgDX9MOd7HW5oHGvFX8cMmbso,18
228802,96EDVC8Ip7p6Qw3SE,49
146422,PWEjO9pWFK52nOF,10
72033,blackfish+2013,84
227510,the+time+of+their+lives+1946,83
149704,k-911+1999,92
2939,DOZbYpDjiuL1Yc4sZS5ra5HJ3ocuWfiEHNV,43
57564,qoaO8ANSfweOA0gAz,105
94845,toy+story+that+time+forgot+2014,23
219074,london+the+modern+babylon+2012,130
252382,captain+america+ii+death+too+soon+1979,89
14053,Yc6lz4qa2x89CPEiq,3
168371,nacho+libre+2006,93
221696,pharaohs+curse+1957,67
20475,moving+violations+1985,91
165624,the+band+wagon+1953,113
158555,miss+julie+1999,104
57728,like+water+2011,1
250388,ivan+the+terrible_+part+ii+the+boyars+plot+1958,89
156960,teenage+2013,81
78312,the+l-shaped+room+1962,127
217219,adams+rib+1949,102
303408,the+firm+1993,155
277006,audition+1999,116
51824,trojan+eddie+1996,106
271862,cuban+rafters+2002,71
45554,PcCMrArtQpvBxrStQQDbcYeCihHk8SRzS9xgJUwjsuw90kyfKV,78
42338,theatre+oxf+blood+1973,60
300964,EzmvvjTEmD66DxWaojqtknS,78
4773,RtP2O8OSmiAofIEZ,3
284500,happy+birthday+to+me+1981,111
242351,smiley+face+2007,89
213258,the+hasty+heart+1949,103
75119,yellow+submarine+1968,91
145985,the+awful+truth+1937,92
77720,the+sunfish+2014,101
216247,fandango+1985,54
49884,topaze+1933,79
246688,thieves+by+law+2010,14
320301,open+grave+2013,103
328355,hide-out+1934,82
307597,snake+in+the+eagles+shadow+1978,99
55350,slam+dance+1987,61
25291,flesh+for+frankenstein+1973,96
244544,a+brief+vacation+1973,113
188555,staying+alive+1983,94
274436,prom+queen+the+marc+hall+story+2004,93
38104,berlin+is+in+germany+2001,91
19962,lHhJO05HezedPJfZYGTdN,15
44301,30+beats+2012,90
240658,Qtyclmgd6Yzq0,4
334806,sleep less+night+2011,24
144724,odds+and+evens+1978,110
302951,knightriders+1981,146
42083,never+let+me+go+2010,105
24303,match+point+2005,125
130983,t he+lord+of+the+rings+the+fellowship+of+the+ring+2001,168
160032,hell+in+the+pacific+1968,104
321657,the+enemy+within+2013,108
120456,the+householder+1963,101
328483,blinkity+blank+1955,6
61894,phantom+lady+1944,88
91614,for+the+birds+2000,4
237867,blood+trails+2006,88
54986,outrage+2009,91
109182,the+green+years+1946,128
148061,QFzQXIal53T69w7eBrrY,67
36032,dances+with+ wolves+1990,61
120012,boiling+point+1990,97
251335,casque+dor+1952,97
100528,zach+galifianakis+live+at+the+purple+onion+2007,62
257805,city+of+ember+2008,91
12458,the+comedy+2012,48
143122,doctor+x+1932,77
61244,detropia+2012,94
184448,the+kiss+of+the+vampire+1963,89
117184,the+king+is+alive+2000,111
195680,cleanskin+2012,109
89593,fire_+ice++canned+beer+2002,84
260036,gamera+vs.+viras+1968,82
345740,wild+about+harry+2000,92
166318,firelight+1997,104
346621,T6VZW72jE0Wu8lbGJLS,61
2337,hotel+chevalier+2007,14
200803,yesterday+1988,85
240021,kung+fu+panda+2+2011,92
98007,three+2010,120
340129,manon+of+th e+spring+1952,75
112809,palestine+is+still+the+issue+2003,54
311022,murk+2005,125
263118,the+prince+and+the+pauper+1990,26
241965,d9sZkViBUYiybBzr,24
223588,lightning+bug+2004,1
224811,patton+oswalt+no+reason+to+complain+2006,43
316111,krakatoa+the+last+days+2006,88
294535,teorema+1968,99
188692,OWOpFqy7zH4vLE8UqGwlSgme2iGl8f3,4
22559,union+square+2011,81
188944,storefront+hitchcock+1998,78
106569,jubilation+street+1944,74
205952,the+milk+of+sorrow+2009,95
154,riding+giants+2004,106
103615,dont+be+afraid+of+the+dark+2010,100
87580,the+terminatsor+1984,48
179548,definitely_+maybe+2008,102
139044,two+much+1996,119
263366,kill+list+2011,64
171782,the+facts+of+life+1960,104
336439,a+midsummer+nights+dream+1968,125
194358,the+thin+man+1934 ,69
11335,holiday+for+drumsticks+1949,8
57429,center+stage+2000,116
104866,ambush+trail+1946,61
226191,naked+weapon+2002,91
277469,the+spiders+stratagem+1970,36
290836,voices+of+a+distant+star+2002,26
171447,howls+movi ng+castle+2004,6
164628,HRKZdS7yYkI,47
1898,nina+takes+a+loBver+1995,24
120220,the+burglars+1971,121
317452,irreversible+2002,98
43497,zwCvPlUO3noWel0kpHdZjTXHGF5gw7LI3G9JCF9Ckx9Xft,63
145450,the+super+1991,85
260069,graceland+2012,85
227759,penelope+1966,98
263173,the+princess+and+the+goblin+1992,83
177870,curse+of+the+golden+flower+2006,115
251939,ihcy4WKs5NiFGS9HyXj9,84
106164,criss+cross+1949,89
15463,fortress+2+1999,93
314213,the+last+time+2006,97
186386,gifted+hands+the+ben+carson+story+2009,87
285164,hitch+hike+1977,105
3916,where+were+you+when+the+lights+went+out+1968,90
272984,the+pinochet+case+2001,111
166703,little+soldier+2008,103
151015,throw+away+your+books_+rally+in+the+streets+1971,139
19212,avenging+angelo+2002,98
92106,valley+of+flowers+2006,121
60353,interstellCar+2014,135
45380,captain+january+1936,78
313494,the+ox-bow+incident+1943,76
161181,life+of+pi+2012,128
66965,isle+of+the+dead+1945,72
86122,b ig+hero+6+2014,73
75093,hOxyRdv1bOHwY12QbKdbxuuuLm2FYdJHJv3URiHZWYDuqTRYQbZTVrMH6Q,89
103068,blind+mans+bluff+2005,112
116297,the+shock+doctrine+2009,80
301723,pitch+perfect+2012,113
100901,21+grams+2003,125
171300,humboldt+county+2008,98
107513,the+lord+of+the+5rings+the+fellowship+of+the+ring+2001,67
35280,green+lantern+first+flight+2009,76
55260,himalaya+1999,109
37434,trinity+and+beyond+the+atomic+bomb+movie+1995,93
264716,batman+forever+1995,122
63420,the+rocketeer+1991,109
222120,midnight+madness+1980,113
172957,the+american+astronaut+2001,92
103902,dagon+2001,96
196104,interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003,69
94539,the+ruins+2008,92
77205,this+property+is+condemned+1966,111
60974,zombieland+X2009,3
115731,pu lp+fiction+1994,27
146101,blacksmith+scene+1893,2
299094,avatar+20 09,28
284418,richard+iii+1912,56
319963,black+coffee+2014,83
10775,brighton+rock+1947,93
180276,village+people+2013,86
100183,them+1954,95
23033,ultimate+avengers+2006,73
200125,twice+upon+a+time+2012,91
349247,the+third+wave+2003,116
202456,e6csGKR8TtHaX98tJj,47
34781,the+beach+2000,120
321716,the+periwig-maker+2000,16
296188,i+married+a+monster+from+outer+space+1958,79
26958,tom++viv+1994,116
251604,barefoot+in+the+park+1967,107
293161,garden+party+2008,89
279391,the +thin+blue+line+1988,67
28562,8+2012,92
3485,princess+2006,91
286161,rocks+in+my+pockets+2014,89
17635,ueeDD3lHExH7Mf6UqxkM9VIiY9vVOWffj,46
274774,pulp+fiction+19 94,27
338017,the+sound+of+fury+1950,86
261656,dark+water+2002,102
272886,a+perfect+day+2008,10
319327,qoQlvoyBTtIdkUlTEkNqrLJuv9wFj9qt5kRMI,143
10189,the+motel+2005,76
18543,the+mind+reader+1933,73
200805,death+takes+a+holiday+1934,51
84099,a+lesson+before+dying+1999,55
159684,punk+in+london+1977,112
228248,neurons+to+nirvana+2013,70
278070,signs+2002,107
228863,how+the+west+was+fun+1994,97
284222,the+roaring+twenties+1939,105
215025,begone+dull+care+1949,9
55144,okis+movie+2010,81
306909,marion+bridge+2003,91
157393,the+curse+of+the+werewolf+1961,94
24223,cake+2014,103
61084,h2ggawJTrS,3
165807,the+wind+in+the+willows+1995,36
285222,dracula+untold+2014,93
172671,clash+of+the+wolves+1925,75
261292,dragon+age+redemption+2011,11
132191,santa+claus+1959,95
154778,chained+2012,95
287780,the+great+white+hope+1970,104
22953,the+candy+snatchers+1973,95
342938,its+a+gift+1934,69
211865,caprice+1967,93
175107,the+deep+end+2001,102
179083,purpose+2002,97
166295,kingpin+1996,114
226803,forrevst+gump+1994,109
337955,i+am+the+law+1938,84
234609,dirkie+-+lost+in+the+desert+1969,85
18833,twelve+monkeys+1995,130
24209,ealTzyvTfldh9APEt5odY,74
310809,planet+of+the+vampires+1965,89
340019,montana+1950,76
329816,wild+reeds+1994,116
31999,dYawn+of+the+planet+of+the+apes+2014,43
317766,the+lone+wolf+spy+hunt+1939,72
153440,three+giant+men+1973,82
330630,stonewall+1995,100
177049,fando+and+lis+1968,94
111192,poohs+grand+adventure+the+search+for+christopher+robin+1997,77
306635,the+crucified+lovers+1954,103
99676,abel+1986,101
296569,the+guide+2011,95
276313,skipped+parts+2000,101
129320,raggedy+man+1981,95
236926,across+the+sea+of+time+1995,52
296821,jane+eyre+1971,111
300702,H1UCZBknB47HCqsa,14
104717,ystvni+henry+2004,91
258120,battle+in+seattle+2007,93
307606,the+last+angry+man+1959,101
183839,journey+to+the+center+of+the+earth+1989,46
277842,tam ing+of+the+fire+1972,79
108650,the+next+best+thing+2000,109
120327,it+follolws+2015,62
75845,by+the+light+of+the+silvery+moon+1953,65
165959,the+robber+2010,97
323851,blkack+rock+2012,80
22350,dancing+at+lughnasa+1998,97
295036,don+juan+demarco+1994,98
216103,monsieur+batignole+2002,101
84599,mysterious+mr.+moto+1938,63
183836,stagecoach+1939,97
326097,dead+times+1964,11
33513,mdagic+in+the+moonlight+2014,77
254045,behind+the+screen+1916,25
202545,pirates+of+silicon+valley+1999,49
266975,st.+trinians+2007,102
17635,the+lion+kinyg+2+simbas+pride+1998,45
145925,die+hard+31988,7
195159,saving+grace+2000,94
68114,evening+20 07,35
79539,macross+plus+movie+edition+1995,116
74002,body+of+water+2011,106
54441,the+three+caballeros+1944,72
307019,rF95r0485jTez379CPe6rb0ivadk0vRhSGphExTpy43UAZjSnVO,114
299910,whirlygirl+2006,100
156338,sons+of+perdition+2010,86
265134,the+man+who+changed+his+mind+1936,67
107192,hanzo+the+razor+sword+of+justice+1972,109
342096,albino+farm+2009,86
194358,MPbRt8bB0sMQmRhLu,67
16449,the+night+strangler+1973,75
144164,JLYwxSGHGKDq0NBAlJfOiZH,68
238886,the+air+i+breathe+2007,96
257515,to+be+and+to+have+2002,105
178916,living+with+the+fosters+2002,114
62928,waZJoa8tGEzA,61
32783,the+money+order+1968,91
278284,the+obama+deception+2009,112
148455,middle+of+nowhere+2012,102
280405,front+of+the+class+2008,96
258361,forbidden+1932,86
321595,offside+2006,94
304820,reclaim+2014,97
83442,in+your+hands+2004,51
213735,highway+2014,134
188248,cra+cuervos+1975,111
180972,jubal+1956,101
270955,FCOMNPqcJ7q9uju,75
332697,seven+brides+for+seven+brothers+1954,103
181223,4+2005,127
49184,i+am+not+a+hipster+2013,91
78017,broken+vessels+1998,2
125569,aftermath+population+zero+2008,91
54862,dive+2010,54
127851,reasonable+doubt+2014,92
224130,daylight+1996,116
250975,a+good+year+2006,119
220231,the+strange+case+of+the+end+of+civilization+as+we+know+it+1977,57
17235,king+of+texas+2002,72
101257,brewster+mccloud+1970,106
204073,looking+for+mr.+goodbar+1977,136
123141,portrait+of+wally+2012,91
187637,kings+of+the+sun+1963,109
6178,james+and+the+giant+peach+1996,80
209862,detroit+metal+city+2008,105
208397,the+wildest+dream+2010,95
235553,never+on+sunday+1960,92
121781,4boHWLTIXiawAGQrXyPo,80
142535,the+last+diamond+2014,54
223116,big+herok+6+2014,58
173208,the+reincarnation+of+peter+proud+1975,106
144399,the+awful+dr.+orlof+1962,91
161827,abandoned+2010,94
27525,spies+like+us+1985,103
182866,carlas+song+1996,126
322245,the+maidens+conspiracy+2006,123
158199,the+battle+of+the+rails+1946,86
214913,23+1998,100
343962,mrs.+winterbourne+1996,58
197701,les+misrables+2012,158
117733,in+paris+2006,93
195301,XYhLMbIoRhm,54
270499,ninas+heavenly+deligh ts+2006,49
47989,bright+days+ahead+2013,92
156405,massacre+at+central+high+1976,8
179767,the+adventures+of+mark+twyain+1944,7
134444,babe+pig+in+the+city+1998,93
224227,reality+bites+1994,100
161489,my+forbidden+past+1951,71
14625,ping+pong+2012,81
335394,beauty+and+the+bastard+2005,103
168065,star+trek+of+gods+and+men+2007,88
150348,XhHGSAT5HgTAQOaZUyPVBRIlanzGNrPa3z7tQobrCEwHmPCx6A6,36
185011,tom++thomas+2002,111
14564,visitor+q+2001,85
5990,hPEiX5pDQ9aQh0l4APE,9
122161,czech+dream+2004,91
241229,shanghaied+1915,31
70353,lust+for+gold+1974,87
11458,monsturd+2003,81
210351,iron+ma n+2008,57
309795,street+trash+v1987,28
274163,godzilla+vs.+mechagodzilla+1974,85
325906,demonic+toys+1992,84
315,the+baader+meinhof+complex+2008,151
280539,the+next+voice+you+hear....+1950,84
267882,a+christmas+carol+1984,101
302639,vision+quest+1985,106
33219,i+was+an+adventuress+1940,82
241670,mother+lode+1982,102
217237,beyond+the+lights+2014,117
229349,deceived+1991,105
268832,the+devil+and+miss+jones+1941,93
342624,moscow+clad+in+snow+1909,8
114247,erik+the+viking+1989,108
332846,paper+lion+1968,108
183023,il+posto+1961,94
311928,the+cabinet+of+caligari+1962,107
205255,equinox+1970,81
291408,police+1916,27
293236,EEswM5tq27YHLpqs8PtEl,42
344407,ghidorah_+the+three-headed+monster+1964,8
129247,the+trans-atlantic+mystery+1932,23
81321,through+a+glass+darkly+1961,90
165601,my+louisiana+sky+2001,99
249238,legal+eagles+1986,117
236128,highball+1997,111
6487,k-20+the+fiend+with+twRenty+faces+2008,50
107489,police_+adjective+2009,116
119590,good+luck.+and+take+care+of+each+other+2012,101
142960,the+whistleblower+2010,6
58252,the+madagascar+penguins+in+a+christmas+caper+2005,12
187707,the+outlaw+and+his+wife+1918,137
192328,on+golden+pond+1981,65
321722,the+war+room+1993,97
74222,maggie+simpson+in+the+longest+daycare+2012,2
280946,the+burning+plain+2008,112
37463,the+man+from+planet+x+1951,71
266626,miss+bala+2011,114
183244,dancer+in+the+dark+2000,141
267848,wer+2013,90
282949,5LfLOOgI038rYbSCPG,75
50091,at+s ea+2007,17
74738,the+sheik+1921,81
176812,wake+in+fright+1971,115
88807,AXhPOBNGNEtp17T6geh,63
58703,he+loves+me...+he+loves+me+not+2002,93
278424,flavor+of+green+tea+over+rice+1952,116
330749,rush+hour+2+2001,91
24617,everything+you+always+wanted+to+know+about+sex+*but+were+afraid+to+ask+1972,49
136087,harvie+krumpet+2003,24
310203,gate+of+hell+1953,87
260435,yeelen+1987,106
158859,raw+deal+1948,80
311715,if+i+want+to+whistle_+i+whistle+2010,95
198943,karlsson+on+the+roof+1974,100
162692,A4KMU5yJTexjdLO7FW35,68
282885,austin+powers+international+man+of+mystery+1997,95
27668,a+patch+of+blue+1965,106
238561,along+the+coast+1958,26
153358,the+seduction+of+joe+tynan+1979,109
146067,sandakan+no.+8+1974,121
53418,bite+the+bullet+1975,7
209456,possessed+2000,90
147118,first+descent+2005,111
297580,bery+yaar+2014,112
155267,the+castle+of+the+living+dead+1964,92
106281,primer+2004,78
352550,the+smiling+ghost+1941,72
4953,the+flat+2011,58
59115,trilogy+of+terror+1975,73
317867,the+brotherhood+of+justice+1986,98
91209,enthiran+2010,156
3339,modulations+1998,76
120225,change+of+habit+1969,94
118977,the+marathon+family+1982,93
316653,pool+of+london+1951,86
267635,analyze+this+1999,29
119262,the+fourth+angel+2001,97
284630,one+tough+cop+1998,91
57168,2gqaYaV82MzBKpCzqHp,45
189436,gay+purr-ee+1962,86
239982,tell+them+who+you+are+2004,96
235240,brief+crossing+2001,81
77429,D5idq1hV1iICJf,93
221324,the+chance+of+a+lifetime+1943,35
53594,rogue+trader+1999,102
56998,the+blue+lagoon+1980,79
130793,the+september+issue+2009,91
48996,confession+1937,88
249471,1KhY2ScRXxc0ZlOFVL,24
171119,black+moon+1975,101
259955,mad+dog+and+glory+1993,97
28202,the+face+of+love+2013,93
223078,the+secret+glory+2001,91
35937,the+heirloom+2005,98
345891,harvest+2011,89
321507,farscape+the+peacekeeper+wars+2004,183
163761,badlands+1973,95
47682,the+intruders+2015,93
13761,dUUuBOjBEB4gR4WP6J1L8fOCWz4RwdPvVGm4DNdWcyoU5,37
39767,chasing+christmas+2005,82
226343,little+italy+1978,1
300878,merry+madagascar+2009,31
